제목,인원,참가비,기관명,세부정보,주소,위도,경도
"쇼콜라티에(2교시,초콜릿)",999,"18,000원",교육사회적기업 포인트(경북북부센터),작품의 주제 메시지를 구상하여 초콜릿을 기획하고 다양한 수제 초콜릿을 제작 후 포장하여 선물한다사전 준비교육 조 편성 체험 워크북 배부주요내용도입멘토 소개 체험 관련 안전 수칙 및 주의 사항 안내본활동쇼콜라티에 소개쇼콜라티에 정의조리 도구의 이해쇼콜라티에 정보 이해초콜릿의 종류 와 효능초콜릿 제작 과정 이해하기체험활동유산지를 활용하여 나만의 수제 초콜릿 만들기마무리질의 응답 및 체험 보고서 작성사후활동관련 영상 시청작품의 주제 메시지를 구상하여 초콜릿을 기획하고 다양한 수제 초콜릿을 제작 후 포장하여 선물한다사전 준비교육 조 편성 체험 워크북 배부주요내용도입멘토 소개 체험 관련 안전 수칙 및 주의 사항 안내본활동쇼콜라티에 소개쇼콜라티에 정의조리도구의 이해쇼콜라티에 정보 이해초콜릿의 종류 와 효능초콜릿 제작 과정 이해하기 직업적 전망과 관련 직업군 알아보기체험활동유산지를 활용하여 나만의 수제 초콜릿 만들기마무리질의 응답 및 체험 보고서 작성사후활동관련 영상 시청작품의 주제 메시지를 구상하여 초콜릿을 기획하고 다양한 수제 초콜릿을 제작 후 포장하여 선물한다사전 준비교육 조 편성 체험 워크북 배부주요내용도입멘토 소개 체험 관련 안전 수칙 및 주의 사항 안내본활동쇼콜라티에 소개쇼콜라티에 정의조리도구의 이해쇼콜라티에 정보 이해초콜릿의 종류 와 효능초콜릿 제작 과정 이해하기쇼콜라티에가 되기 위한 역량 알아보기관련 전공 및 학과 소개체험활동유산지를 활용하여 나만의 수제 초콜릿 만들기마무리질의 응답 및 체험 보고서 작성사후활동관련 영상 시청,경북 영주시 구성로150번길 19,36.8070556,128.6293459
수상스키 타기,30,"22,000원",지천수상레저,프로그램 내용 수상 스키 타기프로그램 일정 준비 운동 봉잡고 다리 자로 벌리기 봉잡고 팔에 힘을 빼고 엉덩이를 다리에 붙이고 쪼그리고 앉기 봉잡고 물에 뜨는 연습하기 봉잡고 끌려가다 일어서기스키 타기,경북 칠곡군 지천면 덕산리 627-3,35.95653,128.48785
쉽게 배우는 기타,10,"10,000원",상주시청소년수련관,쉽게 배우는 기타 기타 기초과정,경상북도 상주시 계산동 490,36.4281491,128.1707283
스트릿댄스,15,무료,영천시청소년수련관,스트릿댄스,경상북도 영천시 교촌동 336-2 최무선관,35.96797,128.92488
스트링아트,30,"10,000원",다인아트,장식소품 만들기사전 준비반재그림도안주요내용도입안전 및 주의사항에 대한 교육 이미지 따라 못 사용하기본활동직선곡선으로 실 엮기마무리그림 이미지 모양대로 실을 사용하여 문양 나타내기사후활동나만의 작품 만들기생활장식소품만들기사전 준비나무반재 그림도안주요내용도입안전 및 주의사항에 대한 교육 나무에 색칠하기 도안대로 못 사용하기본활동선 연결하기 도안대로 실 엮기마무리스탬프 찍기나무 마감재 칠하기사후활동실생활에 필요한 소품 만들기내가 직접 디자인한 소품만들기사전 준비나무 나만의 작품 디자인 하기주요내용도입안전및 주의사항에 대한 교육 디자인한 도안에 못 사용하기본활동실을 사용하여 공간 메꾸기마무리나무에 마감재 칠하기 작품 꾸며주기사후활동나만의 작품 만들기프로그램 내용 나무반재에 못 을사용하여 실을 엮어서이미지를 만들어냄프로그램 일정 나무 색칠하기 나무에 이미지 모양대로 못 사용하기 실로 직선이나 곡선으로 엮어서 이미지를 만들어냄,경북 구미시 산호대로 751,36.1378904,128.444395
스포츠클럽[당구.포켓볼],8,무료,영천시청소년수련관,당구포켓볼의 기초 및 기본예절을 익히고 기술적 전략에 대해 배우기,경상북도 영천시 교촌동 336-2 최무선관,35.96797,128.92488
스포츠클럽[탁구교실],20,무료,영천시청소년수련관,탁구의 기본자세 및 기술 익히고 탁구경기의 규칙 배우기,경상북도 영천시 교촌동 336-2 최무선관,35.96797,128.92488
승마 체험,80,"30,000원",팔공승마장,프로그램 내용 승마 체험프로그램 일정 승마 안전수칙 및 올바른 승마자세 승마예의 및 복장헬멧과 안전조끼 중요성설명 말 이끌어주는 법및 승마기승이론과 실습을 겸함 올바른 승마자세 실습 기승 중안전한 대처법과 말과의 발란스 조절법승마 강습이 끝난 후 안전하게하마 할 때의자세 승마 후 말과 사람 사이의 예절 갖추기 말 칭찬 법 말 먹이 주기 등,경상북도 칠곡군 지천면 덕산리 602,35.95653,128.48785
식품으로 만나는 예술 체험,20,"10,000원",카빙앤조이,,경북 포항시 북구 중앙로298번길 10,36.039332,129.3677169
신나고 활기찬 댄스,10,무료,문경시청소년문화의집,신나고 활기찬 댄스방송댄스 신나고 활기찬 댄스방송댄스,경상북도 문경시 모전동 77-13,36.591216,128.1870866
신나는 가락 고고장구,5,무료,문경시청소년문화의집,신나는 가락 고고장구 아랑고고장구 신나는 가락 고고장구 아랑고고장구,경상북도 문경시 모전동 77-13,36.591216,128.1870866
아자아자 도예체험_나도 도예가,10,"5,000원",상주시청소년수련관,직접 만드는 생활 도자기 직접 만드는 생활 도자기 물레 체험,경상북도 상주시 계산동 490,36.4281491,128.1707283
아크릴조명등 만들기(공예직업 체험),100,"12,000원",안다미로 귀때 박물관,초등학교체험목표스스로 만든 작품을 통해 공예과 관련된 직업세계를 알아본다사전준비아크릴판 송곳 도안주요내용구분학습내용도입체험자 및 진행 강사 소개 진행 순서 안내프로그램 진행 장소에서의 안전 및 유의 사항 전달본활동강의를 통해 아크릴 등 이란 무엇인지 설명한다 아크릴 등 만들기도안을 선택하여 교육참여자 스스로가 직접 아크릴 등을 만든다자신만의 작품에 대해 설명하고 친구들 작품 코멘트 해주기 마무리주변 정리 및 간단한 소감 발표 사후활동교내 복도 전시 본인 계정에 사진업로드 중학교 체험목표강의를 통해 직접 아크릴 등을 만들고 공예 라는 학과를 체험해 보도록 한다사전준비아크릴판 송곳 도안주요내용구분학습내용도입체험자 및 진행 강사 소개 진행 순서 안내프로그램 진행 장소에서의 안전 및 유의 사항 전달본활동강의를 통해 아크릴 등 이란 무엇인지 설명한다질의 응답 시간을 통해 인테리어소품에 활용된 공예에는 어떤 것들이 있는지 파악한다공예와 관련된 직업에 대한 개념을 이해한다 아크릴 등 만들기도안을 선택하여 교육참여자 스스로가 직접 아크릴 등을 만든다자신만의 작품에 대해 설명하고 친구들 작품 코멘트 해주기마무리주변 정리 및 간단한 소감 발표 사후활동교내복도 전시 본인계정에 사진업로드 고등학교 체험목표디자이너라는 직업에 대한 정확한 이해를 돕고 공예 작품 제작으로 제품 환경 산업디자인에 활용법을 체험한다사전준비아크릴판 송곳 도안주요내용구분학습내용도입체험자 및 진행 강사 소개 진행 순서 안내프로그램 진행장소에서의 안전 및 유의 사항 전달본활동 강의 현 시장에 소개된 디자이너 제품을 예시로 들어 디자인관련 직업에 대한 사고를 넓힌다 진로멘토링 디자이너가 하는 구체적인 역할과 근로 환경 일의 보람등 진학 및 취업경로를 소개 한다전공자 질의 응답 시간을 통해 교육참여자 스스로 구체적인 진로 방향을 세워 발표한 후 친구들에게 소개한다 아크릴 판 위 송곳이나 펜을 사용하여 본인 만의 특색 있는 도안을 새기고 그림을 그려 넣는다 마무리주변 정리 및 간단한 소감 발표 사후활동교내복도 전시 본인계정에 사진업로드 주요 내용 기술시 도입본활동마무리 내용이 일련의 흐름을 맞추어 진행될 수 있게 기술하십시오 또한 각 학교급별에 맞는 수준별 용어와 체험활동으로 구분지어 기술하십시오,경북 칠곡군 기산면 강정길 47-10,35.9829227,128.3839164
생활소품만들기(레진아트라탄 스탠드 만들기),10,"5,000원",상주시청소년수련관,알찬방학보내기생활소품만들기 레진아트라탄 스텐드 만들기,경상북도 상주시 계산동 490,36.4281491,128.1707283
압화공예 - 압화텀블러 / 압화시계 / 압화연필꽂이,300,"17,000원",핸즈체험터,,대구 달성군 화원읍 비슬로487길 34,35.8024072,128.4964134
앙금플라워 컵케익 만들기,10,"15,000원",허니원,프로그램 내용 앙금으로 꽃 만들기프로그램 일정 분 앙금 플라워 소개 및 주의 사항 분천연재료인 앙금과 설기떡으로 장미를 만들기여러가지 색깔의 앙금으로 꽃잎과 꽃봉우리 만들기컵에 넣어서 케이크 만들기 분 마무리 및 소감 발표,경북 칠곡군 왜관읍 봉계1길 8,35.9752,128.42343
액션무술체험,20,"7,000원",종합신체발달센터,프로그램 내용액션 무술 체험프로그램 일정 무술인의 진로에 대한 설명 및 토론 스트레칭 및 단련 프로그램 체험 익스트림마샬아츠액션무술동작 체험 정리운동 및 질의 응답,경북 구미시 봉곡서로 81,36.1578198,128.3067096
야생화 공부하기,10,"5,000원",호애농원,프로그램 내용야생화 바로 알기프로그램 일정 야생화의 종류 야생화의 생육 야생화의 쓰임 야생화로 만든 꽃차,경북 칠곡군 지천면 지천로 392,36.02841,128.48
약사 체험,999,"15,000원",교육사회적기업 포인트(경북북부센터),약사가 하는 일 분야별 약사 이해 약사의 마음가짐에 대해 알아본다사전 준비교육 조 편성주요내용도입체험처 및 진행 강사 소개프로그램이 진행되는 장소에서의 안전 및 유의 사항 전달본활동본활동약사가 하는 일 되는 법분야별 약사의 이해약사로서의 마음가짐약사의 전망본활동약사체험실습 약 제조 실습 섭취 가능한 식품 이용 사정에 의해 다른 실습으로 대체될 수 있습니다마무리관련 영상 시청사후활동활동소감문 작성약사가 하는 일 분야별 약사 이해 약사의 마음가짐 전망에 대해 알아본다사전 준비교육 조 편성주요내용도입체험처 및 진행 강사 소개프로그램이 진행되는 장소에서의 안전 및 유의 사항 전달본활동본활동약사가 하는 일 되는 법분야별 약사의 이해약사로서의 마음가짐약사의 전망본활동약사체험실습 약 제조 실습 섭취 가능한 식품 이용 사정에 의해 다른 실습으로 대체될 수 있습니다마무리관련 영상 시청사후활동활동소감문 작성약사의 업무 분야별 약사 이해 약사로서의 마음가짐 약사의 전망 및 관련 학과 진학에 대해 알아본다사전 준비교육 조 편성주요내용도입체험처 및 진행 강사 소개프로그램이 진행되는 장소에서의 안전 및 유의 사항 전달본활동본활동약사가 하는 일 되는 법분야별 약사의 이해약사로서의 마음가짐약사의 전망 및 관련 학과 이해본활동약사체험실습 약 제조 실습 섭취 가능한 식품 이용 사정에 의해 다른 실습으로 대체될 수 있습니다마무리관련 영상 시청사후활동활동소감문 작성,경북 영주시 구성로150번길 19,36.8070556,128.6293459
양말목 공예(업싸이클링),25,"5,000원",다인아트,버려지는 폐자원을 사용하여 작품 만들기사전 준비양말목 재료주요내용도입안전 및 주의사항 교육실시 도형형태 알아보기본활동양말목으로 도형만들기마무리도형을 활용한 소품만들기사후활동업싸이클링에 대해 이해하고 실천하기버려지는 폐자원을 사용하여 작품만들기사전 준비양말목 재료주요내용도입안전 및 주의사항 교육실시 직조틀 사용법 설명하기본활동직조틀을 사용하고 양말목을 원기둥 모양으로 쌓아올리기마무리가방 텀블러휴지케이스 만들기사후활동업싸이클링에 대해 이해하고 실천하기버려진는 폐자원을 사용하여 작품만들기사전 준비양말목 재료주요내용도입안전및 주의사항 교육실시 체인뜨기사각뜨기 알아보기본활동체인뜨기를 사용하여 생활소품 만들기마무리감성랜턴방석 매트 만들기사후활동업싸이클레 대해 이해하고 실천하기프로그램 내용 버려지는 양말목을 사용하여 새활용 할 수 있게 생활에 필요한 작품만들기 손으로 뜨게질하는 공예프로그램 일정 양말목 재료에 대해 설명하기 원모양 만들기 설명하기 방석가방티매트 만들기,경북 구미시 산호대로 751,36.1378904,128.444395
